Product Category,Column Name Raw,Column Name,Column Top Values,Column Unit,Column Min,Column Max,Column Definition,Approved
Notebooks,VID Voltage Range.6093,VID Voltage Range,,,,,"The voltage range of the device, e.g. '0.4 - 1.14', '1 - 1.25', '1 - 1', or '0.85 - 1.1' V",TRUE
Notebooks,PC Pro A-List.43328,PC Pro A-List,,,,,"A list of boolean values, indicating whether the notebook has been recognized as a top-of-the-line product by PC Pro magazine.",TRUE
Notebooks,Keyboard weight.5743,Keyboard weight,,,,,"The weight of the keyboard for the given notebook product, measured in grams (g).",TRUE
Notebooks,BIOS advanced power management.1057,BIOS advanced power management,,,,,"Advanced power management settings for BIOS. This can be one of: 'Y', 'N', or '1' to indicate whether the BIOS has advanced power management enabled, and what level it is set to.",TRUE
Notebooks,Toshiba EasyMedia.5701,Toshiba EasyMedia,,,,,"The Toshiba EasyMedia is a diverse set of features that accompany Toshiba laptops. It includes a built-in camera & microphone, smart display support, and a diversity antenna. It also includes USB sleep-and-charge, and a 11"" screen.",TRUE
Notebooks,Power consumption (standby).2036,Power consumption (standby),,,,,"The power consumption of the notebook in standby mode, in Watts. The standby mode is when the notebook is not in use but still plugged in. Min value: 0.92 W. Max value: 18.0 W.",TRUE
Notebooks,Tuned Stereo Speakers.34600,Tuned Stereo Speakers,,,,,"A boolean value that indicates whether the notebook has stereo speakers that are tuned for high-quality audio output. If the value is true, the notebook has tuned stereo speakers. If the value is false, the notebook does not have tuned stereo speakers.",TRUE
Notebooks,HP Jumpstart Concierge.34608,HP Jumpstart Concierge,,,,,"Whether or not the notebook has the HP Jumpstart Concierge service installed. A value of 'True' indicates that the service is installed, and 'False' indicates that the service is not installed.",TRUE
Notebooks,Second display glass type.37772,Second display glass type,,,,,The type of second display glass used in the notebook. Examples include Gorilla Glass and Edge to Edge Glass.,TRUE
Notebooks,Operating altitude relative to sea level.1115,Operating altitude relative to sea level,,,,,The operating altitude relative to sea level of the notebook. This is the height at which the notebook is designed to operate. This is typically measured in meters or feet.,TRUE
Notebooks,Products per shipping (inner) case.22664,Products per shipping (inner) case,,,,,Number of products in the inner packaging.,TRUE
Notebooks,HP SecurePad.34598,HP SecurePad,,,,,A pad with a security feature to prevent the data from being erased when too many incorrect passwords are entered.,TRUE
Notebooks,Processor upgrade.469,Processor upgrade,,,,,The processor upgrade for the notebook. This can be an integer or a string that describes the upgrade.,TRUE
Notebooks,Chipset.753,Chipset,,,,,"The chipset of the notebook. Enter the name of the chipset manufacturer followed by the model number of the chipset. Examples: 'Intel HM76', 'AMD Ryzen 7 3700U'",TRUE
Notebooks,Graphics adapter memory type.958,Graphics adapter memory type,,,,,"Graphics adapter memory type refers to the type of memory used in the graphics adapter of a notebook. The graphics adapter memory type can be DDR, GDDR3, or GDDR5.",TRUE
Notebooks,Battery life.10740,Battery life,,,,,"The battery life of the notebook, measured in hours (h).",TRUE
Notebooks,Battery life.13910,Battery life,,,,,"The battery life of the notebook, measured in hours (h).",TRUE
Notebooks,Internal memory.6,Internal memory,,,,,"The internal memory of the notebook, measured in gigabytes (GB). This is the memory available for the operating system and applications to use. The minimum internal memory is 0.25 GB, and the maximum internal memory is 128 GB.",TRUE
Notebooks,Number of slots.1229,Number of slots,,,,,The number of memory slots in the notebook.,TRUE
Notebooks,Toshiba EasyGuard.2194,Toshiba EasyGuard,,,,,"A series of utilities and applications that are included with the notebook to enhance the user experience, including Data Backup, Anti-Theft Protection Timer, and Toshiba Power Saver Utility",TRUE
Notebooks,Coprocessor cores.17983,Coprocessor cores,,,,,"The coprocessor cores of the notebook, which assist the processor in performing complex calculations and data manipulations.",TRUE
Notebooks,RJ-11 ports quantity.7253,RJ-11 ports quantity,,,,,The quantity of RJ-11 ports exposed on a given notebook product.,TRUE
Notebooks,Eyesafe technology.40474,Eyesafe technology,,,,,"A boolean value that describes if the laptop uses Eyesafe technology or not. False if the laptop doesn't use this technology, and null if the information is not available.",TRUE
Notebooks,Night mode.2681,Night mode,,,,,"Boolean value that indicates whether the notebook has a night mode feature or not. true indicates that the notebook does have a night mode feature, and false indicates that it does not. This column has no null values.",TRUE
Notebooks,DCI-P3 coverage.40125,DCI-P3 coverage,,,,,"DCI-P3 coverage of the display, which is a measure of how much of the sRGB and DCI-P3 color gamuts the display can cover, at various brightness levels.",TRUE
Notebooks,WCDMA bands supported.7301,WCDMA bands supported,,,,,A string containing the WCDMA bands that the notebook supports.,TRUE
Notebooks,HP Enhance+.34593,HP Enhance+,,,,,"A feature that enhances the performance and efficiency of HP notebooks, allowing users to work smarter and faster.",TRUE
Notebooks,HP My Display.34638,HP My Display,,,,,"The HP My Display column represents the display resolution of the notebook. It can take values such as 'nan' (not available) or a numerical value representing the display resolution in pixels. For example, '1366x768' or '1920x1080'. This column is important for identifying the display capabilities of each notebook and determining which models have the highest resolution displays.",TRUE
Notebooks,Security chip.7494,Security chip,,,,,A chip that provides security to the device it is in.,TRUE
Notebooks,Video modes resolution.1922,Video modes resolution,,,,,"The video resolution of the notebook's screen, represented in pixels",TRUE
Notebooks,Intel Instruction Replay Technology version.21710,Intel Instruction Replay Technology version,,,,,"Intel Instruction Replay Technology is a feature that allows for the replaying of instructions that have already been executed. This can be useful for debugging and understanding the behavior of the system. The version of this technology is the number of the release of the technology. For example, version 1.0 would be the first release of this technology.",TRUE
Notebooks,Intel Smart Idle Technology version.21714,Intel Smart Idle Technology version,,,,,The version of Intel Smart Idle Technology installed on the device.,TRUE
Notebooks,Seek time.1139,Seek time,,,,,The seek time of a hard disk drive (HDD) or solid-state drive (SSD) is the time it takes the drive to move the read/write heads to the requested data location. The seek time is part of the total data transfer time along with the rotational delay (for HDDs) and the data transfer rate (for both HDDs and SSDs). Seek time is typically measured in milliseconds (ms).,TRUE
Notebooks,Applications supported.2432,Applications supported,,,,,"Refers to the applications that are supported by the notebook. This can include the operating system, as well as any specific applications that are pre-installed or that are compatible with the notebook.",TRUE
Notebooks,NVIDIA 3D LightBoost.22263,NVIDIA 3D LightBoost,,,,,"NVIDIA 3D LightBoost is a feature that increases the brightness of the screen by using a special panel that can produce brighter images. This feature is useful for users who want to use their laptop in bright environments, such as outdoors or in a well-lit room.",TRUE
Notebooks,Shipping (inner) case volume.23945,Shipping (inner) case volume,,,,,The inner shipping case volume of the notebook. This is the space inside the box that contains the notebook. It is measured in cubic centimeters (cm¬≥).,TRUE
Notebooks,Operating system note.6067,Operating system note,,,,,"Notes on the operating system of the notebook, may require upgraded and/or separately purchased hardware and/or a DVD drive to install the Windows 7 software and take full advantage of Windows 7 functionality, or other notes on the operating system",TRUE
Notebooks,Layers per pallet (US).42329,Layers per pallet (US),20.0',pc(s),20,20,The number of layers of notebooks that can be packed in a single pallet,TRUE
Notebooks,Audio system ports.1028,Audio system ports,,,,,The type and number of audio ports provided by the audio system of the given notebook.,TRUE
Notebooks,Wireless communication version.1049,Wireless communication version,,,,,"Wireless communication version of the notebook, typically including versions of Bluetooth and other forms of wireless communication",TRUE
Notebooks,BIOS memory size.1056,BIOS memory size,,,,,"The size of the BIOS memory, given in Mbits, of the laptop.",TRUE
Notebooks,Communication manufacturer.1062,Communication manufacturer,,,,,Manufacturer of the communication ports of the laptop,TRUE
Notebooks,Communication ports.1066,Communication ports,,,,,"The type of communication ports that the laptop has. Typically this is either USB, HDMI, DisplayPort, or Thunderbolt.",TRUE
Notebooks,DVD transfer rate (sustained mode).1072,DVD transfer rate (sustained mode),,,,,The rate at which the DVD drive transfers data while in sustained mode. This can vary based on the drive and media used. Min: 1.0 KB/s,TRUE
Notebooks,DVD-ROM drive burst transfer rate (PIO mode 4).1073,DVD-ROM drive burst transfer rate (PIO mode 4),,,,,The rate at which the DVD-ROM drive can transfer data at burst speed in PIO mode 4. This can vary from 1.0 MB/s to 1.0 MB/s.,TRUE
Notebooks,DVD-ROM DMA single mode transfer rate (DMA mode 2).1074,DVD-ROM DMA single mode transfer rate (DMA mode 2),,,,,"The rate at which the DVD-ROM drive transfers data when using DMA in single-mode, which allows for only one direction of data transfer at a time. Ranges from 1.0 MB/s to 1.0 MB/s",TRUE
Notebooks,DVD DMA multi-mode (DMA mode 1).1075,DVD DMA multi-mode (DMA mode 1),,,,,The maximum transfer rate of the optical drive using DMA mode 1,TRUE
Notebooks,DVD-ROM drive average random seek time (CD-ROM mode).1077,DVD-ROM drive average random seek time (CD-ROM mode),,,,,"The average time, measured in milliseconds, for the DVD-ROM drive's random seek operation in CD-ROM mode.",TRUE
Notebooks,DVD drive average random seek time.1078,DVD drive average random seek time,,,,,"The average time, in milliseconds, for a random seek on the DVD drive.",TRUE
Notebooks,DVD drive average random access time.1079,DVD drive average random access time,,,,,"The average time, in milliseconds, that the DVD drive's random access time takes.",TRUE
Notebooks,DVD-ROM drive transport.1081,DVD-ROM drive transport,,,,,"Indicates whether the notebook has a built-in optical drive, and if so, the type of drive. This field contains one of the following values:
 
  - ""1"" - Indicates a notebook with a built-in DVD-ROM drive transport.",TRUE
Notebooks,Networking connector.1105,Networking connector,,,,,"The networking connector of the notebook, example values are '1'.",TRUE
Notebooks,Non-operating altitude relative to sea level.1109,Non-operating altitude relative to sea level,,,,,"The non-operating altitude relative to sea level is the height at which the notebook is used. This is important to know because the higher the altitude, the lower the air pressure, which can affect the performance of the notebook.",TRUE
Notebooks,CD-ROM interface type.1132,CD-ROM interface type,,,,,"The type of CD-ROM interface that the notebook has. Examples are: 1) IDE, 2) SCSI, 3) USB, 4) FireWire.",TRUE
Notebooks,Storage capacity.1138,Storage capacity,,,,,"The storage capacity of the notebook, which represents the amount of data that can be stored on the notebook's hard drive. The storage capacity is typically measured in megabytes (MB) or gigabytes (GB).",TRUE
Notebooks,"Drive device, transfer rate.1140","Drive device, transfer rate",,,,,"The drive device, transfer rate column contains information about the drive device and the transfer rate of the notebook. The transfer rate is the speed at which data is transferred from the hard disk to the computer. This column has a min value of 1.0 MB/s and a max value of 1.0 MB/s.",TRUE
Notebooks,Track to track seek time.1163,Track to track seek time,,,,,The time it takes to seek from one track to another on the hard disk drive. This is an important performance metric for notebook computers.,TRUE
Notebooks,Drive device maximum speed.1164,Drive device maximum speed,,,,,"The speed rating of the drive device in the notebook. This is the maximum speed at which the drive device can read or write data. The format of this column is a string, and the allowed values are '1', '2', '3', and '5'.",TRUE
Notebooks,Option type.1177,Option type,,,,,"The type of option, which can be ONE, TWO, THREE, or FOUR",TRUE
Notebooks,Motherboard USB.1265,Motherboard USB,,,,,The number of USB ports that are built onto the motherboard of the laptop.,TRUE
Notebooks,Resume battery backup after.1326,Resume battery backup after,,,,,"The amount of time, measured in minutes, that a notebook can be on standby mode or sleep mode, and retain a usable amount of battery power.",TRUE
Notebooks,Comments.13568,Comments,,,,,"A string representing the comments of the user. This can be a number, letter or combination of both.",TRUE
Notebooks,Supplied battery type.13580,Supplied battery type,,,,,The type of battery supplied with the notebook. Options include: 1,TRUE
Notebooks,I/O ports type.1414,I/O ports type,,,,,The type of I/O ports on the notebook. Options include: 1,TRUE
Notebooks,Number of drive bays.1421,Number of drive bays,,,,,"The number of drive bays in the notebook, which is an attribute of the notebook's hardware and determines the number of internal slots for computer drives to be installed.",TRUE
Notebooks,Instant On.14337,Instant On,,,,,"Indicates whether the device has an instant on functionality after sleep mode or hibernation, enabling it to quickly resume to its former state without any user action. This column contains a boolean value, where 'True' indicates that the device has instant on functionality, and 'False' indicates that it does not.",TRUE
Notebooks,Network integrated ports.1438,Network integrated ports,,,,,The types of network ports integrated with the laptop,TRUE
Notebooks,Ethernet specifications.1461,Ethernet specifications,,,,,"Refers to the Ethernet port/slot specifications of the notebook. Examples include ""11"".",TRUE
Notebooks,Wireless range.1505,Wireless range,,,,,The maximum distance that a notebook can maintain a wireless connection.,TRUE
Notebooks,Average latency.1548,Average latency,,,,,"The average latency of the notebook, measured in milliseconds (ms).",TRUE
Notebooks,Effective megapixels.15828,Effective megapixels,,,,,"The effective megapixels of a notebook refer to the number of pixels produced by the camera on the notebook. This is different than the resolution, as higher resolution screens can have more pixels without increasing the camera megapixels. Values range from 1.0 MP to 1.0 MP.",TRUE
Notebooks,Speakers and microphone.1695,Speakers and microphone,,,,,"Whether the device has speakers and a microphone or not, and their specifications if available (e.g. 2 x 1.5 W).",TRUE
Notebooks,"Batteries included (type, quantity).17092","Batteries included (type, quantity)",,,,,"The batteries included column indicates the type and quantity of batteries included with the notebook. The type of battery is indicated in the first part of the column, and the quantity is indicated in the second part of the column. For example, the value ""1"" indicates that one battery of an unspecified type is included with the notebook.",TRUE
Notebooks,Connector material.1877,Connector material,,,,,"The material used to connect the various components of the notebook. Examples include metals, plastics, and composites. The connector material is a crucial component of the notebook, as it determines the overall durability and functionality of the device.",TRUE
Notebooks,Package net weight.18985,Package net weight,,,,,"The weight of the package for the given product, measured in grams (g).",TRUE
Notebooks,Motion Picture function.18995,Motion Picture function,,,,,A string that indicates whether the notebook product has a built-in motion picture function. The value is either True or False.,TRUE
Notebooks,Control panel.2084,Control panel,,,,,"The control panel of the notebook. It is a 1-indexed list of strings that represent the different types of control panels that a notebook may have. For example, the first string in the list is the name of the control panel, the second string is the version of the control panel, and the third string is the type of the control panel.",TRUE
Notebooks,Alarms.2095,Alarms,,,,,The number of alarms that the notebook has. This is typically used to alert the user when the battery is low or when the computer is overheating.,TRUE
Notebooks,Interface.21,Interface,,,,,The interface of the personal computer. Typically this is either '11' for PCMCIA or '12' for PCI.,TRUE
Notebooks,Maximum memory.21836,Maximum memory,,,,,"The maximum amount of memory a notebook can have, measured in GB. Can be 1.0, 2.0, etc.",TRUE
Notebooks,Access time.23,Access time,,,,,"The access time for the notebook, measured in milliseconds (ms).",TRUE
Notebooks,Pallet GTIN (EAN/UPC).23047,Pallet GTIN (EAN/UPC),,,,,"A string, serving as a globally unique identifier, for a pallet.",TRUE
Notebooks,"Products per intermodal container (45ft, HC).23260","Products per intermodal container (45ft, HC)",,,,,"The number of notebook products that can fit in a intermodal container (45ft, High Cube).",TRUE
Notebooks,Composite video out.3016,Composite video out,,,,,"The composite video out is the video connection that uses an analog interface to connect a laptop to an external display, such as a monitor, projector, or television. This is an older technology and is not as high quality as other connections, such as HDMI or DisplayPort. The composite video out is also known as an RCA connection, and it uses a yellow port to connect to the display. The composite video out has a minimum value of 2.0 and a maximum value of 11.0.",TRUE
Notebooks,Adapter type.3232,Adapter type,,,,,"Physical adapter of the notebook; ""1"" represents that the power adapter is integrated with the notebook",TRUE
Notebooks,Built-in wireless charger.35111,Built-in wireless charger,,,,,A built in wireless charger can come in handy for a person on the go who does not have the time or energy to plug in their devices.,TRUE
Notebooks,Picture enhancement.3816,Picture enhancement,,,,,Whether the picture of the notebook is enhanced. Returns '1' if so.,TRUE
Notebooks,AV output.4132,AV output,,,,,Indicates whether audio/video output is enabled on the device,TRUE
Notebooks,Front / Side connections.4160,Front / Side connections,,,,,The connection options available on the front or sides of the notebook for peripheral devices.,TRUE
Notebooks,Storage drive average seek time.431,Storage drive average seek time,,,,,"The average time, in milliseconds, for the storage drive to execute a seek operation. A seek operation is the movement of the read/write head in a hard disk drive to the location where data is stored. This metric is important because a lower average seek time can result in faster data access.",TRUE
Notebooks,Package type.4463,Package type,,,,,"Package type of the product, for example, '1'.",TRUE
Notebooks,Optional accessories.4852,Optional accessories,,,,,"A measure of which accessories are included with the purchase of the notebook. This is a string that can be y/n, yes/no, or 1/0",TRUE
Notebooks,DVD.50,DVD,,,,,"Indicates whether the notebook has a DVD drive or not. Values can be '1' for notebooks that have a built-in DVD drive, or 'External' for those that have a slot where you can plug in an external DVD drive.",TRUE
Notebooks,Supported network protocols.557,Supported network protocols,,,,,"The supported network protocols for a given notebook. This can be a single protocol or a list of protocols separated by commas. For example, '1', '802.11ac, a/b/g/n', '4'",TRUE
Notebooks,Memory access time.5766,Memory access time,,,,,The time it takes to access the memory of the notebook. The unit of measurement is nanoseconds (ns).,TRUE
Notebooks,HDD note.6017,HDD note,,,,,The HDD note column contains the hard drive size of the notebook. The hard drive size is measured in gigabytes (GB).,TRUE
Notebooks,Supported data transfer rates.606,Supported data transfer rates,,,,,The supported data transfer rates for the notebook. This can be a single data transfer rate or a list of data transfer rates that the notebook supports. The data transfer rates are in megabits per second (Mbps).,TRUE
Notebooks,Power supply note.6076,Power supply note,,,,,"Indicates whether the product comes with a power supply or not. ""1"" indicates that it does come with a power supply, while other values indicate that it does not.",TRUE
Notebooks,Storage options.6175,Storage options,,,,,"Indicates the type of storage that the notebook product has, options could be ""HDD"", ""SSD"", ""Optane"", and ""NVMe"".",TRUE
Notebooks,Video card resolution.630,Video card resolution,,,,,"Video card resolution of the notebook. Examples include: 'ATI Mobility Radeon 9000 IGP with up to 64MB of shared system memory, supporting 8x AGP and MS DirectX 8.1', '1'.",TRUE
Notebooks,Browser supported.685,Browser supported,,,,,Does the notebook have support for browser?,TRUE
Notebooks,Communication.738,Communication,,,,,"The communication column indicates the type of communication technologies included with the notebook. Examples include: '1', '2', '3', etc.",TRUE
Notebooks,Weight (including battery).7418,Weight (including battery),,,,,"Weight of the notebook, including the battery attached. Ranges from 1.0 to 2.7 grams.",TRUE
Notebooks,HDMI in.7963,HDMI in,,,,,The level of HDMI input that is supported by the device. This can range from 0.0 to 1.0,TRUE
Notebooks,Effective megapixels (image).8058,Effective megapixels (image),,,,,"Effective megapixels is a measure of the resolution of a digital camera, typically measured in megapixels. This column contains the effective megapixels of the image sensor in the notebook. The values in this column are in MP.",TRUE
Notebooks,Surface treatment.822,Surface treatment,,,,,A string representing the surface treatment of the laptop. Values include '1'.,TRUE
Notebooks,Slot type.84,Slot type,,,,,"Indicates the type of slot in the laptop, examples include: '1'.",TRUE
Notebooks,Resume battery backup after.910,Resume battery backup after,,,,,"The amount of time, measured in minutes, that a notebook can be on standby mode or sleep mode, and retain a usable amount of battery power.",TRUE
Notebooks,CD/DVD drive manufacturer.915,CD/DVD drive manufacturer,,,,,The brand name of the company that manufactured the CD/DVD drive in the notebook.,TRUE
Notebooks,CD/DVD maximum speed.917,CD/DVD maximum speed,,,,,"The maximum speed the CD/DVD drive can burn a disc, expressed in multiples of the standard CD-ROM speed of 150 KB/s, e.g. '1' for 150 KB/s, '2' for 300 KB/s, '4' for 600 KB/s, etc.",TRUE
Notebooks,CD-RW/DVD-ROM transfer rate.919,CD-RW/DVD-ROM transfer rate,,,,,"The speed at which the CD-RW/DVD-ROM drive can transfer data, in KB/s.",TRUE
Notebooks,Device read/write media compatibility.920,Device read/write media compatibility,,,,,"Whether the device is compatible with write-once, read-many media formats.",TRUE
Notebooks,Drive device weight.922,Drive device weight,,,,,The weight of the drive device in grams. Note that this is the weight of the drive device itself and does not include the weight of the cable or any other accessories.,TRUE
Notebooks,CD-RW/DVD-ROM interface.923,CD-RW/DVD-ROM interface,,,,,"The CD-RW/DVD-ROM interface is the type of interface that is used to connect the CD-RW/DVD-ROM drive to the motherboard. The CD-RW/DVD-ROM interface is typically a SATA interface, but it can also be a PATA interface. The CD-RW/DVD-ROM interface is important because it determines the speed at which the CD-RW/DVD-ROM drive can transfer data to and from the motherboard.",TRUE
Notebooks,CD/DVD drive DMA burst data transfer rate.924,CD/DVD drive DMA burst data transfer rate,,,,,The CD/DVD drive DMA burst data transfer rate is the rate at which data is transferred from the CD/DVD drive to the computer's memory. The rate is expressed in megabytes per second (MB/s).,TRUE
Notebooks,CD/DVD drive ultra DMA burst data transfer rate.925,CD/DVD drive ultra DMA burst data transfer rate,,,,,The CD/DVD drive ultra DMA burst data transfer rate is the speed at which data is transferred from the CD/DVD drive to the computer's memory. The format of the data is a string that represents the data transfer rate in megabytes per second (MB/s).,TRUE
Notebooks,CD/DVD drive multiword DMA burst data transfer rate.926,CD/DVD drive multiword DMA burst data transfer rate,,,,,"The column contains the data transfer rate of the CD/DVD drive in the notebook. The data is in the form of a multiword string, with each word representing a different data transfer rate. The column has a minimum value of 1.0 MB/s and a maximum value of 1.0 MB/s.",TRUE
Notebooks,CD/DVD drive rotational speed.930,CD/DVD drive rotational speed,,,,,The rotational speed of the CD/DVD drive in RPM.,TRUE
Notebooks,Optical drive removable.931,Optical drive removable,,,,,Indicates whether the optical drive is removable: true or false.,TRUE
Notebooks,Optical drive player software.932,Optical drive player software,,,,,"The type of optical drive software the laptop comes with, e.g. various versions of 'CyberLink Power2Go', 'Nero Showtime', etc.",TRUE
Notebooks,CD/DVD writing software.933,CD/DVD writing software,,,,,"Indicates the CD/DVD writing software provided with the notebook. Options include: Not Available, Nero, Sonic, Roxio, Adobe, ArcSoft, CyberLink, DriveSpec, PowerDVD, Corel, WinDVD, Compaq, Adaptec, Sonic Solutions, Pioneer, Sony, Panasonic, LG, Samsung, Teac, Oem, Other",TRUE
Notebooks,Number of expansion types.955,Number of expansion types,,,,,The number of different expansion types for a notebook.,TRUE
Notebooks,Motion compensation.965,Motion compensation,,,,,"Whether the notebook's display panel supports motion compensation. '1' if supported, blank if not.",TRUE
Notebooks,Graphics adapter RAMDAC.970,Graphics adapter RAMDAC,,,,,"The graphics adapter RAMDAC for a notebook, which is a type of computer.",TRUE
Notebooks,Graphics adapter output connector.972,Graphics adapter output connector,,,,,"The type of output connector for the graphics adapter of the notebook. Can be one of the following: ""DP"", ""HDMI"", ""VGA"", ""DVI"", ""DisplayPort"", or ""Thunderbolt"".",TRUE
Notebooks,Number of interfaces.991,Number of interfaces,,,,,The number of different types of interfaces that the laptop has.,TRUE
Notebooks,I/O adaptor interfaces.992,I/O adaptor interfaces,,,,,A string that specifies the I/O adaptor interfaces of the notebook. This column has a minimum length of 100 characters.,TRUE
Notebooks,Cover material.7266,Cover material,,,,,Material of the outer covering of the notebook.,TRUE
Notebooks,Audio drivers.465,Audio drivers,,,,,"The brand and model of audio drivers installed on the device. Example values: 'Realtek ALC262', '1'.",TRUE
Notebooks,Measurable quality.35144,Measurable quality,,,,,Indicates whether the measurable quality of the notebook is available or not. This column can have the value 'True' or 'False'.,TRUE
Notebooks,USB Power Delivery up to.38616,USB Power Delivery up to,,,,,"The amount of power, up to a maximum of 65.0 W, that can be delivered by the USB port.",TRUE
Notebooks,Second display LED backlight.37771,Second display LED backlight,,,,,"Indicates whether the notebook has a second display LED backlight. If the display has a second LED backlight, the value will be True. If the display does not have a second LED backlight, the value will be False.",TRUE
Notebooks,GSM bands supported.7287,GSM bands supported,,,,,"The GSM bands supported by the notebook. Format: A list of one or more of the following: 850, 900, 1800, or 1900.",TRUE
Notebooks,Stand included.10505,Stand included,,,,,"Whether or not a stand is included with the purchase of the notebook. If included, the stand will be used to prop up the notebook for easier viewing. This is useful when using the notebook on a flat surface, such as a desk or table.",TRUE
Notebooks,Wrist rest.8394,Wrist rest,,,,,"A wrist rest is a feature of some keyboards. It is a raised pad that allows the user to rest their wrists on it while typing. The wrist rest is typically made of some kind of foam or gel and is designed to help prevent carpal tunnel syndrome and other repetitive strain injuries. The wrist rest is not a feature of all keyboards, and some people prefer to type without using a wrist rest.",TRUE
Notebooks,Graphics adapter multiple display support.968,Graphics adapter multiple display support,,,,,The graphics adapter multiple display support is the ability of the graphics adapter to support multiple displays. This is typically used for gaming or for multiple monitors in a setup.,TRUE
Notebooks,4G bands supported.14695,4G bands supported,,,,,"The 4G bands supported by the notebook. Format: A list of 4G bands that the notebook supports. Example: '700', '850', '1900', '2100'.",TRUE
Notebooks,3G bands supported.8367,3G bands supported,,,,,"The 3G bands supported by the notebook. Format: A list of 3G frequency bands that the notebook supports. Example: '850', '1900', '2100'.",TRUE
Notebooks,Charging time.2916,Charging time,,,,,The charging time of the notebook. This is the time it takes to charge the battery of the notebook to its full capacity. The unit of measurement is minutes. Format is decimal.,TRUE
Notebooks,Optional operating system installed.27497,Optional operating system installed,,,,,"The type of operating system that is optional to be installed on the notebook. Options are Chrome OS, Linux, or Windows.",TRUE
Notebooks,Dimensions (W x D x H) (imperial).1331,Dimensions (W x D x H) (imperial),,,,,"The dimensions of the notebook in inches. The format is W x D x H, where W is the width, D is the depth, and H is the height. For example, 11.2 x 8.1 x 1 means the width is 11.2 inches, the depth is 8.1 inches, and the height is 1 inch.",TRUE
Notebooks,NetDock port replicator.1099,NetDock port replicator,,,,,The NetDock port replicator allows the user to connect to external displays and projectors. It is a convenient way to give presentations or watch movies on a larger screen. This column indicates whether the notebook has a NetDock port replicator.,TRUE
Notebooks,Expansion station.1100,Expansion station,,,,,"The number of expansion stations that can be connected to the notebook. Expansion stations provide additional ports for connecting peripherals such as monitors, mice, and keyboards.",TRUE
Notebooks,CardDock.1101,CardDock,,,,,"The CardDock describes the presence and functionality of the Card Dock on the notebook. It is a dedicated, secure, and convenient place to store a wide variety of cards, such as business cards, membership cards, and rewards cards. The CardDock is made of high-quality materials and can be customized to meet the needs of different users.",TRUE
Notebooks,CD drive maximum speed.1121,CD drive maximum speed,,,,,The CD drive maximum speed of the notebook. The value should be a positive integer or 0 if the notebook does not have a CD drive.,TRUE
Notebooks,CD-ROM drive media supported.1122,CD-ROM drive media supported,,,,,The CD-ROM drive media supported column contains the CD-ROM drive media supported by the notebook. The value is a string that indicates the CD-ROM drive media supported by the notebook. The length of the string must be between 1 and 100 characters.,TRUE
Notebooks,CD transfer rate (sustained mode).1123,CD transfer rate (sustained mode),,,,,"The CD transfer rate (sustained mode) is the speed at which data is transferred from the CD to the computer. The unit of measurement is KB/s, and the minimum value is 1.0 KB/s.",TRUE
Notebooks,CD-ROM drive burst transfer rate (PIO mode 4).1124,CD-ROM drive burst transfer rate (PIO mode 4),,,,,"The CD-ROM drive burst transfer rate is the rate at which data is transferred from the CD-ROM drive to the computer. The transfer rate is measured in megabytes per second (MB/s). This column contains the burst transfer rate of the CD-ROM drive in PIO mode 4, which is a standard mode of operation for CD-ROM drives. The burst transfer rate is the maximum rate at which data can be transferred in a single operation, and is typically much higher than the average transfer rate of a CD-ROM drive.",TRUE
Notebooks,CD-ROM DMA single mode transfer rate (DMA mode 2).1125,CD-ROM DMA single mode transfer rate (DMA mode 2),,,,,The CD-ROM DMA single mode transfer rate is the speed at which data is transferred from the CD-ROM drive to the computer's memory. The transfer rate is measured in megabytes per second (MB/s).,TRUE
Notebooks,CD-ROM DMA multi-mode (DMA mode 1).1126,CD-ROM DMA multi-mode (DMA mode 1),,,,,The CD-ROM DMA multi-mode (DMA mode 1) column contains the data transfer rate of the CD-ROM drive in megabytes per second. The CD-ROM DMA multi-mode (DMA mode 1) column is a measure of how fast the CD-ROM drive can transfer data from the CD-ROM to the computer's memory. The value of this column is the maximum data transfer rate of the CD-ROM drive in megabytes per second. The CD-ROM DMA multi-mode (DMA mode 1) column is a measure of how fast the CD-ROM drive can transfer data from the CD-ROM to the computer's memory. The value of this column is the minimum data transfer rate of the CD-ROM drive in megabytes per second. The CD-ROM DMA multi-mode (DMA mode 1) column is a measure of how fast the CD-ROM drive can transfer data from the CD-ROM to the computer's memory. The value of this column is the minimum data transfer rate of the CD-ROM drive in megabytes per second. The CD-ROM DMA multi-mode (DMA mode 1) column is a measure of how fast the CD-ROM drive can transfer data from the CD-ROM to the computer's memory. The value of this column is the maximum data transfer rate of the CD-ROM drive in megabytes per second.,TRUE
Notebooks,CD-ROM drive average random seek time (CD-ROM mode).1128,CD-ROM drive average random seek time (CD-ROM mode),,,,,"The CD-ROM drive average random seek time is the time it takes to move the read/write head of the CD-ROM drive to the desired location on the disc. This measurement is taken in CD-ROM mode, which is a lower performance mode than DVD or Blu-ray.",TRUE
Notebooks,CD-ROM drive average random access time.1130,CD-ROM drive average random access time,,,,,The average time it takes to access the CD-ROM drive in milliseconds.,TRUE
Notebooks,Optical drive average full stroke access.1131,Optical drive average full stroke access,,,,,"The average time it takes for the optical drive to complete a full stroke access, in milliseconds (ms). This can vary depending on the product and is an important factor to consider when choosing a notebook with an optical drive.",TRUE
